GreekCouncil,GreekOrganization,City,State,Country,School,PublicPrivateSchool,DomesticIntSchool,Boarding,Religion,Gender,Tuition,FreeLunchPercent,AthleteClassification,SportsTeam,Scholarship,TypeScholarship,Latitude,Longitude,Affiliation,SLG
Sorority,Pi Beta Phi,New York City,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Delta Delta Delta,New York City,New York,United States,Brearley School,private,Domestic,Day,Unafilliated,All-Girls,42285,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Alpha Phi,New York City,New York,United States,Bronx High School of Science,public,Domestic,Day,Unafilliated,Co-Ed,0,0.473666777,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Delta Delta Delta,New York City,New York,United States,Bronx High School of Science,public,Domestic,Day,Unafilliated,Co-Ed,0,0.473666777,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Delta Delta Delta,New York City,New York,United States,Bronx High School of Science,public,Domestic,Day,Unafilliated,Co-Ed,0,0.473666777,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Zeta Tau Alpha,New York City,New York,United States,LaGuardia High School of Music Art,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30530303,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
None,None,New York City,New York,United States,Colgate University,TRANSFER,,Day,,,,NA,,,,,,,,
Sorority,Zeta Tau Alpha,New York City City,New York,United States,Stuyvesant High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45374583,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
None,None,Newark,New Jersey,United States,Newark Collegiate Academy,public,Domestic,Day,Unafilliated,Co-Ed,0,1,Non-Athlete,None,No,None,40.735657,-74.172367,Neither,None
None,None,Newbury Park,California,United States,Newbury Park High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.14026076,Non-Athlete,None,No,None,34.184172,-118.910652,SLG,Brownstone
Sorority,Pi Beta Phi,Newport,Rhode Island,United States,Saint Georges School,private,Domestic,Boarding,Episcopal,Co-Ed,58000,NA,Non-Athlete,None,No,None,41.489983,-71.313771,Panhel,None
Fraternity,Kappa Alpha Order,Newport Beach,California,United States,Newport Harbor High School,public,Domestic,Day,Unafilliated,Co-Ed,0,NA,Athlete,Fooball,No,None,33.617009,-117.92944,IFC,None
None,None,Newport Beach,California,United States,Santa Margarita Catholic High School,private,Domestic,Day,Catholic,Co-Ed,15850,NA,Non-Athlete,None,No,None,33.617009,-117.92944,Neither,None
None,None,Newport Coast,California,United States,Loyola High School,private,Domestic,Day,Catholic,All-Boys,20025,NA,Non-Athlete,None,No,None,33.631215,-117.835158,SLG,Wayne Manor
Fraternity,Delta Kappa Epsilon,Newport News,Virginia,United States,Hampton Roads Academy,private,Domestic,Day,Unafilliated,Co-Ed,17790,NA,Non-Athlete,None,No,None,37.016827,-76.45052,IFC,None
None,None,Newport News,Virginia,United States,Woodside High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45813047,Non-Athlete,None,No,None,37.016827,-76.45052,SLG,Brownstone
Fraternity,Delta Sigma Phi,Newtown,Pennsylvania,United States,Princeton Day School,private,Domestic,Day,Unafilliated,Co-Ed,34600,NA,Non-Athlete,None,No,None,40.229068,-74.932295,IFC,None
None,None,Newtown Square,Pennsylvania,United States,The Haverford School,private,Domestic,Day,Unafilliated,All-Boys,38000,NA,Non-Athlete,None,No,None,39.986812,-75.400763,Neither,None
None,None,Niceville,Florida,United States,Niceville High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1478481,Non-Athlete,None,No,None,30.522651,-86.491453,SLG,Alpha Phi Omega
Sorority,Alpha Delta Pi,Niceville,Florida,United States,Niceville High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1478481,Non-Athlete,None,No,None,30.522651,-86.491453,Panhel,None
Sorority,Delta Delta Delta,Nichols Hills,Oklahoma,United States,Casady School,private,Domestic,Day,Episcopal,Co-Ed,19560,NA,Non-Athlete,None,No,None,35.550886,-97.548932,Panhel,None
None,None,Niederglatt,NA,Switzerland,Meadows School,private,Domestic,Day,Unafilliated,Co-Ed,25000,NA,Non-Athlete,None,No,None,47.491518,8.503144,Neither,None
None,None,Nolensville,Tennessee,United States,Ravenwood High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02,Non-Athlete,None,No,None,35.952285,-86.669441,SLG,Brownstone
None,None,Norcross,Georgia,United States,Norcross High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.6741573,Non-Athlete,None,Yes,Reggie,33.941213,-84.213531,Neither,None
Sorority,Gamma Phi Beta,Norcross,Georgia,United States,Gwinnett School of Math Science & Technology,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3514,Non-Athlete,None,No,None,33.941213,-84.213531,SLG + Panhel,Mirecourt
Sorority,Kappa Kappa Gamma,Norcross,Georgia,United States,Norcross High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.6741573,Non-Athlete,None,No,None,33.941213,-84.213531,Panhel,None
None,None,Norristown,Pennsylvania,United States,Norristown Area High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.77178423,Non-Athlete,None,No,None,40.121497,-75.339905,Neither,None
Fraternity,Sigma Chi,North Fort Myers,Florida,United States,North Fort Myers High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.50209205,Non-Athlete,None,No,None,26.672867,-81.884085,IFC,None
Sorority,Zeta Tau Alpha,North Miami Beach,Florida,United States,Hialeah High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.81697231,Non-Athlete,None,No,None,25.933149,-80.162546,Panhel,None
None,None,North Potomac,Maryland,United States,Thomas Sprigg Wootton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.05157462,Non-Athlete,None,No,None,39.082886,-77.264982,SLG,Fusion
None,None,North Vancouver,NA,Canada,Argyle Secondary School,public,International,Day,Unafilliated,Co-Ed,0,NA,Athlete,Field Hockey,No,None,49.320037,-123.072343,Neither,None
None,None,North Vancouver,NA,Canada,Sentinel Secondary School,NEVER ATTENDED DUKE,,Day,,,,NA,,,,,,,,
None,None,North York,NA,Canada,Crescent School,private,International,Day,Unafilliated,All-Boys,25864.47,NA,Non-Athlete,None,No,None,43.754326,-79.449117,Neither,None
Sorority,Gamma Phi Beta,Northbrook,Illinois,United States,Glenbrook North High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08250988,Non-Athlete,None,No,None,42.129688,-87.830542,Panhel,None
None,None,Norton,Virginia,United States,John I Burton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.5399361,Non-Athlete,None,No,None,36.933693,-82.629896,Neither,None
Fraternity,Sigma Nu,Norwalk,Connecticut,United States,Taft School,private,Domestic,Boarding,Unafilliated,Co-Ed,59000,NA,Non-Athlete,None,No,None,41.117597,-73.407897,IFC,None
None,None,Oak Park,Illinois,United States,Oak Park & River Forest High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.22648514,Non-Athlete,None,No,None,41.885032,-87.784502,Neither,None
None,None,Oakton,Virginia,United States,Oakton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11616818,Non-Athlete,None,No,None,38.881385,-77.300647,Neither,None
None,None,Oakton,Virginia,United States,Oakton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11616818,Non-Athlete,None,No,None,38.881385,-77.300647,Neither,None
Fraternity,Sigma Phi Epsilon,Oakville,NA,Canada,Hillfield Strathallan College,private,International,Day,Unafilliated,Co-Ed,21511.63,NA,Non-Athlete,None,No,None,43.447411,-79.666548,IFC,None
None,None,Oakville,NA,Canada,Abbey Park High School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,43.447411,-79.666548,Neither,None
Sorority,Delta Gamma,Oceanside,New York,United States,Oceanside High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10325477,Non-Athlete,None,No,None,40.638714,-73.64013,Panhel,None
None,None,Odessa,Florida,United States,Hillsborough High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.69131997,Non-Athlete,None,Yes,AB,28.183222,-82.554028,SLG,Round Table
None,None,Ogden,Utah,United States,Bonneville High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3763,Athlete,Men's Fencing,No,None,41.223005,-111.973843,Neither,None
None,None,Okemos,Michigan,United States,Okemos High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.19386106,Non-Athlete,None,No,None,42.721839,-84.428183,Neither,None
Sorority,Delta Delta Delta,Okemos,Michigan,United States,Okemos High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.19386106,Athlete,Women's Soccer,No,None,42.721839,-84.428183,Panhel,None
None,None,Old Bethpage,New York,United States,Plainview-Old Bethpage JFK High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.06435006,Non-Athlete,None,No,None,40.762599,-73.453179,SLG,Round Table
None,None,Old Tappan,New Jersey,United States,Northern Valley Regional High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.008547,Non-Athlete,None,No,None,41.010653,-73.991249,Neither,None
None,None,Omaha,Nebraska,United States,Millard West High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.06781045,Non-Athlete,None,No,None,41.258732,-95.937873,Neither,None
None,None,Orange,California,United States,El Modena High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.4193989,Non-Athlete,None,No,None,33.750038,-117.870493,SLG,Maxwell
None,None,Oregon,Wisconsin,United States,Saint Ignatius College,private,International,Day,Catholic,Co-Ed,22109.08,NA,Non-Athlete,None,No,None,42.925966,-89.384278,SLG,Cooper
None,None,Orem,Utah,United States,Timpview High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.31681681,Non-Athlete,None,No,None,40.297519,-111.694468,Neither,None
None,None,Orinda,California,United States,College Preparatory School,private,Domestic,Day,Unafilliated,Co-Ed,19800,NA,Athlete,Rowing,No,None,37.877148,-122.179689,Neither,None
None,None,Orlando,Florida,United States,Lake Highland Preparatory School,private,Domestic,Day,Unafilliated,Co-Ed,20500,NA,Athlete,Men's Swimming,No,None,28.542118,-81.379046,Neither,None
None,None,Orlando,Florida,United States,William R Boone High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.43213897,Non-Athlete,None,No,None,28.542118,-81.379046,Neither,None
Sorority,Chi Omega,Orlando,Florida,United States,William R Boone High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.43213897,Non-Athlete,None,No,None,28.542118,-81.379046,Panhel,None
None,None,Ottawa Hills,Ohio,United States,Ottawa Hills High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Athlete,Men's Golf,No,None,41.664217,-83.643269,Neither,None
None,None,Overland Park,Kansas,United States,Olathe Northwest High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15757878,Non-Athlete,None,No,None,38.982228,-94.670792,SLG,Cooper
None,None,Overland Park,Kansas,United States,Pembroke Hill School,private,Domestic,Day,Unafilliated,Co-Ed,20995,NA,Non-Athlete,None,No,None,38.982228,-94.670792,Neither,None
None,None,Overland Park,Kansas,United States,Saint Teresas Academy,private,Domestic,Day,Catholic,All-Girls,12090,NA,Athlete,Volleyball,No,None,38.982228,-94.670792,Neither,None
Sorority,Delta Gamma,Overland Park,Kansas,United States,Blue Valley Northwest High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.078,Non-Athlete,None,No,None,38.982228,-94.670792,SLG + Panhel,Mirecourt
None,None,Owatonna,Minnesota,United States,Owatonna High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.33355481,Non-Athlete,None,No,None,44.083994,-93.226108,Neither,None
None,None,Owings Mills,Maryland,United States,Lawrenceville School,private,Domestic,Boarding,Unafilliated,Co-Ed,62190,NA,Non-Athlete,None,No,None,39.401075,-76.796299,Neither,None
Sorority,Kappa Kappa Gamma,Owings Mills,Maryland,United States,Carver Center Arts & Technology,public,Domestic,Day,Unafilliated,Co-Ed,0,0.167643611,Non-Athlete,None,No,None,39.401075,-76.796299,Panhel,None
None,None,Oxford,NA,United Kingdom,Radley College,private,International,Boarding,Unafilliated,All-Boys,50172.56,NA,Non-Athlete,None,No,None,51.752225,-1.258303,Neither,None
None,None,Oxfordshire,NA,United Kingdom,Abingdon School,private,International,Day,Unafilliated,All-Boys,26199.54,NA,Non-Athlete,None,Yes,Robertson,51.833333,-1.25,Neither,None
None,None,Oyster Bay,New York,United States,Chaminade High School,private,Domestic,Day,Catholic,All-Boys,12685,NA,Athlete,Men's Track,No,None,40.865819,-73.53203,Neither,None
None,None,Painesville,Ohio,United States,Perry High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2359932,Athlete,Wrestling,No,None,41.724489,-81.245657,Neither,None
None,None,Palatine,Illinois,United States,William Fremd High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15441722,Non-Athlete,None,No,None,42.110304,-88.03424,Neither,None
Sorority,Kappa Kappa Gamma,Palm Beach,Florida,United States,Pine Crest School,private,Domestic,Day,Unafilliated,Co-Ed,31030,NA,Non-Athlete,None,No,None,26.62798,-80.449417,Panhel,None
Fraternity,Alpha Epsilon Pi,Palm City,Florida,United States,Martin County High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.36214185,Non-Athlete,None,No,None,27.171393,-80.284222,IFC,None
Fraternity,Delta Tau Delta,Palmetto Bay,Florida,United States,Coral Reef Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.41394335,Non-Athlete,None,No,None,25.622042,-80.320996,IFC,None
None,None,Palmetto Bay,Florida,United States,Miami Palmetto Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.37174578,Non-Athlete,None,No,None,25.622042,-80.320996,Neither,None
Fraternity,Delta Sigma Phi,Palo Alto,California,United States,Palo Alto Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08183221,Non-Athlete,None,No,None,37.442156,-122.163447,IFC,None
Fraternity,Pi Kappa Alpha,Palo Alto,California,United States,Henry M Gunn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07380073,Non-Athlete,None,No,None,37.442156,-122.163447,IFC,None
None,None,Palo Alto,California,United States,Henry M Gunn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07380073,Non-Athlete,None,No,None,37.442156,-122.163447,Neither,None
None,None,Palo Alto,California,United States,Henry M Gunn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07380073,Non-Athlete,None,No,None,37.442156,-122.163447,Neither,None
Sorority,Chi Omega,Palo Alto,California,United States,Henry M Gunn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07380073,Non-Athlete,None,No,None,37.442156,-122.163447,Panhel,None
Fraternity,Alpha Tau Omega,Paradise Valley,Arizona,United States,Chaparral High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0521,Non-Athlete,None,No,None,33.542801,-111.9556,IFC,None
None,None,Paradise Valley,Arizona,United States,Xavier College Preparatory School,private,Domestic,Day,Catholic,All-Girls,19014,NA,Non-Athlete,None,No,None,33.542801,-111.9556,SLG,Alpha Phi Omega
None,None,Paradise Valley,Arizona,United States,Xavier College Preparatory School,private,Domestic,Day,Catholic,All-Girls,19014,NA,Non-Athlete,None,No,None,33.542801,-111.9556,Neither,None
None,None,Paradise Valley,Arizona,United States,Phoenix Country Day School,private,Domestic,Day,Unafilliated,Co-Ed,25000,NA,Non-Athlete,None,No,None,33.542801,-111.9556,Neither,None
None,None,Paradise Valley,Arizona,United States,Xavier College Preparatory School,private,Domestic,Day,Catholic,All-Girls,19014,NA,Non-Athlete,None,No,None,33.542801,-111.9556,Neither,None
None,None,Paradise Valley,Arizona,United States,Chaparral High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0521,Non-Athlete,None,No,None,33.542801,-111.9556,Neither,None
Sorority,Zeta Tau Alpha,Paradise Valley,Arizona,United States,Notre Dame Preparatory High School,private,Domestic,Day,Catholic,Co-Ed,15980,NA,Non-Athlete,None,No,None,33.542801,-111.9556,Panhel,None
None,None,Paris,Tennessee,United States,Henry County High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.57,Non-Athlete,None,No,None,36.302002,-88.326711,Neither,None
Fraternity,Pi Kappa Alpha,Paris,NA,France,International School Brussels,private,International,Day,Unafilliated,Co-Ed,44758.74,NA,Non-Athlete,None,No,None,48.85661,2.351499,IFC,None
None,None,Paris,NA,France,Ecole Active Bilingue JM,private,International,Day,Unafilliated,Co-Ed,23508.46,NA,Non-Athlete,None,No,None,48.85661,2.351499,SLG,LangDorm
None,None,Paris,NA,France,Ecole Active Bilingue JM,private,International,Day,Unafilliated,Co-Ed,23508.46,NA,Non-Athlete,None,No,None,48.85661,2.351499,Neither,None
Sorority,Delta Gamma,Paris,NA,France,American School of Paris,private,International,Day,Unafilliated,Co-Ed,39445.03,NA,Non-Athlete,None,No,None,48.85661,2.351499,Panhel,None
Sorority,Pi Beta Phi,Paris,NA,France,Ecole Active Bilingue JM,private,International,Day,Unafilliated,Co-Ed,23508.46,NA,Non-Athlete,None,No,None,48.85661,2.351499,Panhel,None
Sorority,Alpha Phi,Paris,NA,France,International School of Paris,private,International,Day,Unafilliated,Co-Ed,38118.13,NA,Athlete,Women's Fencing,No,None,48.85661,2.351499,Panhel,None
Sorority,Zeta Tau Alpha,Park Hills,Missouri,United States,North County High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.59,Non-Athlete,None,No,None,37.854218,-90.51818,Panhel,None
None,None,Park Ridge,New Jersey,United States,Don Bosco Preparatory High School,private,Domestic,Day,Catholic,All-Boys,14600,NA,Athlete,Wrestling,No,None,41.037597,-74.040696,Neither,None
Fraternity,Pi Kappa Alpha,Parkersburg,West Virginia,United States,Parkersburg High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.43205944,Non-Athlete,None,No,None,39.266742,-81.561513,IFC,None
None,None,Parkland,Florida,United States,Marjory Stoneman Douglas High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2139973,Non-Athlete,None,No,None,26.310079,-80.23727,Neither,None
None,None,Pasadena,California,United States,Fairmont Prep Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,34.147645,-118.144478,Neither,None
Sorority,Zeta Tau Alpha,Pasadena,Maryland,United States,Bryn Mawr School for Girls,private,Domestic,Day,Unafilliated,All-Girls,30710,NA,Non-Athlete,None,No,None,39.110638,-76.550697,Panhel,None
