GreekCouncil,GreekOrganization,City,State,Country,School,PublicPrivateSchool,DomesticIntSchool,Boarding,Religion,Gender,Tuition,FreeLunchPercent,AthleteClassification,SportsTeam,Scholarship,TypeScholarship,Latitude,Longitude,Affiliation,SLG
None,None,McLean,Virginia,United States,Saint Albans School,private,Domestic,Day,Episcopal,All-Boys,42484,NA,Athlete,Fooball,No,None,38.934289,-77.177633,Neither,None
None,None,McLean,Virginia,United States,McLean School of Maryland,private,Domestic,Day,Unafilliated,Co-Ed,44675,NA,Non-Athlete,None,No,None,38.934289,-77.177633,Neither,None
Sorority,Alpha Delta Pi,McLean,Virginia,United States,Thomas Jefferson High School of Science/Technology,public,Domestic,Day,Unafilliated,Co-Ed,0,0.01813186,Non-Athlete,None,No,None,38.934289,-77.177633,SLG + Panhel,Maxwell
None,None,Media,Pennsylvania,United States,Penncrest High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13533225,Non-Athlete,None,No,None,39.916778,-75.387693,Neither,None
None,None,Media,Pennsylvania,United States,Strath Haven High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11914893,Athlete,Women's Fencing,No,None,39.916778,-75.387693,Neither,None
None,None,Medley,Florida,United States,Ronald W Reagan/Doral Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.4649712,Athlete,Women's Swimming,No,None,25.840653,-80.32644,Neither,None
Sorority,Alpha Phi,Melbourne,Florida,United States,Viera High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11417322,Non-Athlete,None,No,None,28.083627,-80.608109,Panhel,None
Sorority,Delta Gamma,Melville,New York,United States,Half Hollow Hills High School East,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13357778,Non-Athlete,None,No,None,40.793432,-73.415121,Panhel,None
None,None,Memphis,Tennessee,United States,White Station High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45,Non-Athlete,None,No,None,35.149022,-90.051628,SLG,Cooper
None,None,Memphis,Tennessee,United States,Germantown High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28,Non-Athlete,None,No,None,35.149022,-90.051628,Neither,None
Sorority,Zeta Tau Alpha,Memphis,Tennessee,United States,Saint Marys Episcopal School,private,Domestic,Day,Episcopal,All-Girls,19850,NA,Non-Athlete,None,No,None,35.149022,-90.051628,Panhel,None
None,None,Mendham,New Jersey,United States,West Morris Mendham High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0154401,Non-Athlete,None,No,None,40.775933,-74.600714,SLG,Round Table
Sorority,Kappa Alpha Theta,Menlo Park,California,United States,Sacred Heart Preparatory School,private,Domestic,Day,Catholic,Co-Ed,19500,NA,Non-Athlete,None,No,None,37.453827,-122.182187,SLG + Panhel,Illyria
None,None,Mequon,Wisconsin,United States,Homestead High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07740422,Non-Athlete,None,No,None,43.221909,-87.982297,Neither,None
None,None,Mequon,Wisconsin,United States,University School Milwaukee,private,Domestic,Day,Unafilliated,Co-Ed,25123,NA,Non-Athlete,None,No,None,43.221909,-87.982297,SLG,Round Table
None,None,Mercer Island,Washington,United States,Mercer Island High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04519774,Non-Athlete,None,No,None,47.576632,-122.227638,SLG,Mirecourt
None,None,Merritt Island,Florida,United States,Cocoa Beach High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.24955595,Non-Athlete,None,No,None,28.266278,-80.663698,SLG,Ubuntu
None,None,Mesa,Arizona,United States,Westwood High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.65793676,Non-Athlete,None,No,None,33.415314,-111.831264,Neither,None
None,None,Mexico City,NA,Mexico,American School Foundation,private,International,Day,Unafilliated,Co-Ed,13131.15,NA,Non-Athlete,None,No,None,19.43253,-99.13321,Neither,None
None,None,Miami,Florida,United States,American Heritage School,private,Domestic,Day,Unafilliated,Co-Ed,28266,NA,Athlete,Fooball,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Coral Reef Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.41394335,Athlete,Fooball,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Miami Palmetto Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.37174578,Non-Athlete,None,Yes,AB,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Phillips Academy,private,Domestic,Boarding,Unafilliated,Co-Ed,53900,NA,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Miami Northwestern Senior High Community School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.83885071,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,G Holmes Braddock High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.7650518,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Coral Gables Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.66851635,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,John A Ferguson Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.65903555,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Dr Michael M Krop Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.56631892,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Terra Environmental Research,public,Domestic,Day,Unafilliated,Co-Ed,0,0.38879645,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Terra Environmental Research,public,Domestic,Day,Unafilliated,Co-Ed,0,0.38879645,Non-Athlete,None,No,None,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,North Miami Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.92424834,Non-Athlete,None,Yes,Reggie,25.774266,-80.193659,Neither,None
None,None,Miami,Florida,United States,Coral Reef Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.41394335,Non-Athlete,None,Yes,Robertson,25.774266,-80.193659,Neither,None
Sorority,Chi Omega,Miami,Florida,United States,Gulliver Preparatory School,private,Domestic,Day,Unafilliated,Co-Ed,36840,NA,Non-Athlete,None,No,None,25.774266,-80.193659,Panhel,None
Sorority,Pi Beta Phi,Miami,Florida,United States,Ransom Everglades School,private,Domestic,Day,Unafilliated,Co-Ed,35900,NA,Non-Athlete,None,No,None,25.774266,-80.193659,Panhel,None
Sorority,Alpha Phi,Miami,Florida,United States,Miami Palmetto Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.37174578,Non-Athlete,None,No,None,25.774266,-80.193659,Panhel,None
Fraternity,Delta Tau Delta,Miami Beach,Florida,United States,Miami Country Day School,private,Domestic,Day,Unafilliated,Co-Ed,33200,NA,Non-Athlete,None,No,None,25.788144,-80.12727,IFC,None
None,None,Miami Beach,Florida,United States,Miami Beach Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.68443138,Non-Athlete,None,No,None,25.788144,-80.12727,Neither,None
None,None,Middlesbrough,NA,United Kingdom,Laurence Jackson,public,International,Day,Unafilliated,Co-Ed,21758.89,NA,Athlete,Rowing,No,None,54.576042,-1.234405,Neither,None
None,None,Middlesex,North Carolina,United States,Corinth Holders High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.241215,Non-Athlete,None,No,None,35.790156,-78.203884,Neither,None
Fraternity,Kappa Sigma,Middletown,Delaware,United States,Saint Andrews School,private,Domestic,Boarding,Episcopal,Co-Ed,57000,NA,Non-Athlete,None,No,None,39.449556,-75.716321,IFC,None
Fraternity,Sigma Phi Epsilon,Middletown,Delaware,United States,Saint Andrews School,private,Domestic,Boarding,Episcopal,Co-Ed,57000,NA,Non-Athlete,None,No,None,39.449556,-75.716321,IFC,None
None,None,Midlothian,Virginia,United States,Collegiate School,private,Domestic,Day,Unafilliated,Co-Ed,24980,NA,Non-Athlete,None,No,None,37.506267,-77.649268,Neither,None
Sorority,Kappa Alpha Theta,Midlothian,Virginia,United States,Saint Catherines School,private,Domestic,Day,Episcopal,All-Girls,25800,NA,Non-Athlete,None,No,None,37.506267,-77.649268,Panhel,None
None,None,Mill Creek,Washington,United States,Henry M Jackson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.21,Non-Athlete,None,No,None,47.857746,-122.221063,SLG,Mirecourt
None,None,Millburn,New Jersey,United States,Millburn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02921195,Non-Athlete,None,No,None,40.724444,-74.306907,Neither,None
None,None,Miller Place,New York,United States,Miller Place High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11158798,Non-Athlete,None,No,None,40.959821,-72.996215,SLG,Alpha Phi Omega
Fraternity,Alpha Delta Phi,Milton,Massachusetts,United States,Saint Sebastians School,private,Domestic,Day,Catholic,All-Boys,44850,NA,Non-Athlete,None,No,None,42.249544,-71.066161,IFC,None
Sorority,Alpha Delta Pi,Milton,Massachusetts,United States,Noble and Greenough School,private,Domestic,Day,Unafilliated,Co-Ed,46250,NA,Non-Athlete,None,No,None,42.249544,-71.066161,Panhel,None
Sorority,Kappa Kappa Gamma,Milwaukee,Wisconsin,United States,Divine Savior-Holy Angels High School,private,Domestic,Day,Catholic,All-Girls,12580,NA,Athlete,Women's Soccer,No,None,43.034993,-87.922497,Panhel,None
Sorority,Alpha Phi,Minato-ku,NA,Japan,American School in Japan,private,International,Day,Unafilliated,Co-Ed,22497.75,NA,Non-Athlete,None,No,None,35.643053,139.739881,Panhel,None
None,None,Minneapolis,Minnesota,United States,Breck School,private,Domestic,Day,Episcopal,Co-Ed,28905,NA,Non-Athlete,None,No,None,44.9773,-93.265469,SLG,Brownstone
None,None,Minneapolis,Minnesota,United States,Robbinsdale Cooper High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.62471264,Non-Athlete,None,No,None,44.9773,-93.265469,Neither,None
None,None,Minneapolis,Minnesota,United States,Thomas Jefferson Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2012158,Athlete,Women's Lacrosse,No,None,44.9773,-93.265469,Neither,None
Sorority,Kappa Alpha Theta,Minneapolis,Minnesota,United States,Edina High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08291708,Non-Athlete,None,No,None,44.9773,-93.265469,Panhel,None
None,None,Miramar,Florida,United States,University School of NSU,private,Domestic,Day,Unafilliated,Co-Ed,26100,NA,Athlete,Fooball,No,None,25.975911,-80.334721,Neither,None
None,None,Monmouth Beach,New Jersey,United States,Red Bank Catholic High School,private,Domestic,Day,Catholic,Co-Ed,12984,NA,Athlete,Women's Lacrosse,No,None,40.330388,-73.981526,Neither,None
Fraternity,Delta Sigma Phi,Montclair,New Jersey,United States,Montclair High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.18801652,Athlete,Fooball,No,None,40.825933,-74.209034,IFC,None
None,None,Montclair,New Jersey,United States,Montclair High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.18801652,Non-Athlete,None,No,None,40.825933,-74.209034,SLG,Mirecourt
Sorority,Delta Gamma,Montclair,New Jersey,United States,Montclair High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.18801652,Non-Athlete,None,No,None,40.825933,-74.209034,Panhel,None
Sorority,Kappa Kappa Gamma,Monte Sereno,California,United States,Los Gatos High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02876569,Non-Athlete,None,No,None,37.236333,-121.992458,Panhel,None
None,None,Montgomery,Alabama,United States,Loveless ACDMC Magnet Program High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0573,Non-Athlete,None,No,None,32.366966,-86.300648,SLG,Arts Theme House
None,None,Montville,New Jersey,United States,Trinity Christian School,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,9775,NA,Athlete,Men's Track,No,None,40.914821,-74.383763,Neither,None
None,None,Mooresville,North Carolina,United States,South Iredell High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.25913621,Non-Athlete,None,No,None,35.570746,-80.818299,Neither,None
None,None,Moorpark,California,United States,Thousand Oaks High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.18867121,Non-Athlete,None,No,None,34.285558,-118.882041,Neither,None
None,None,Moraga,California,United States,Campolindo High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0247,Non-Athlete,None,No,None,37.834711,-122.12956,Neither,None
Sorority,Kappa Alpha Theta,Moraga,California,United States,College Preparatory School,private,Domestic,Day,Unafilliated,Co-Ed,19800,NA,Non-Athlete,None,No,None,37.834711,-122.12956,Panhel,None
None,None,Morgantown,West Virginia,United States,Morgantown High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.26659103,Non-Athlete,None,No,None,39.629526,-79.955897,Neither,None
None,None,Morgantown,West Virginia,United States,Morgantown High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.26659103,Non-Athlete,None,No,None,39.629526,-79.955897,Neither,None
None,None,Morganville,New Jersey,United States,Christian Brothers Academy,private,Domestic,Day,Catholic,All-Boys,14975,NA,Athlete,Men's Lacrosse,No,None,40.376498,-74.244312,Neither,None
Fraternity,Sigma Nu,Morristown,New Jersey,United States,Morristown High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.27056019,Non-Athlete,None,No,None,40.797021,-74.481011,IFC,None
None,None,Morristown,New Jersey,United States,Morristown High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.27056019,Non-Athlete,None,No,None,40.797021,-74.481011,Neither,None
None,None,Moscow,NA,Russia,Lomonosov Moscow State Universeity,EXCHANGE STUDENT,,Day,,,,NA,,,,,,,,
None,None,Moshi,NA,Tanzania,International School Moshi,private,International,Day,Unafilliated,Co-Ed,15900,NA,Non-Athlete,None,No,None,-3.355474,37.342604,Neither,None
Fraternity,Sigma Nu,Mount Kisco,New York,United States,Brunswick School,private,Domestic,Day,Unafilliated,All-Boys,40450,NA,Non-Athlete,None,No,None,41.204262,-73.727076,IFC,None
None,None,Mount Laurel,New Jersey,United States,Bishop Eustace Preparatory School,private,Domestic,Day,Catholic,Co-Ed,16400,NA,Athlete,Field Hockey,No,None,39.934002,-74.890999,Neither,None
None,None,Mount Laurel,New Jersey,United States,Lenape High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15434782,Non-Athlete,None,No,None,39.934002,-74.890999,Neither,None
Fraternity,Sigma Alpha Epsilon,Mount Pleasant,South Carolina,United States,Wando High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13086038,Non-Athlete,None,No,None,32.794065,-79.862585,IFC,None
None,None,Mount Pleasant,South Carolina,United States,Wando High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13086038,Non-Athlete,None,No,None,32.794065,-79.862585,Neither,None
Fraternity,Pi Kappa Phi,Mount Pleasant,South Carolina,United States,Porter-Gaud School,private,Domestic,Day,Episcopal,Co-Ed,22460,NA,Non-Athlete,None,No,None,32.794065,-79.862585,IFC,None
None,None,Mount Pleasant,North Carolina,United States,Mount Pleasant High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.36943441,Non-Athlete,None,Yes,BN,35.561825,-78.678622,Neither,None
None,None,Mount Sinai,New York,United States,Mount Sinai High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.06388206,Non-Athlete,None,No,None,40.947043,-73.029549,Neither,None
None,None,Mountain Brook,Alabama,United States,Mountain Brook High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Athlete,Women's Fencing,No,None,33.500938,-86.752211,Neither,None
Sorority,Delta Delta Delta,Mountain Brook,Alabama,United States,Altamont School,private,Domestic,Day,Unafilliated,Co-Ed,21552,NA,Non-Athlete,None,No,None,33.500938,-86.752211,SLG + Panhel,Mirecourt
None,None,Mountain Lakes,New Jersey,United States,Mountain Lakes High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.01445086,Athlete,Women's Lacrosse,No,None,40.894821,-74.432931,Neither,None
None,None,Moyock,North Carolina,United States,Currituck County High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30041152,Non-Athlete,None,No,None,36.524597,-76.178268,Neither,None
None,None,Mumbai,NA,India,Dhirubhai Ambani International School,private,International,Day,Unafilliated,Co-Ed,7047.04,NA,Non-Athlete,None,No,None,18.95238,72.832711,Neither,None
None,None,Mumbai,NA,India,American School of Bombay,private,International,Day,Unafilliated,Co-Ed,25009.9,NA,Non-Athlete,None,No,None,18.95238,72.832711,Neither,None
Sorority,Gamma Phi Beta,Mumbai,NA,India,Cathedral & John Connon School,private,International,Day,Unafilliated,Co-Ed,10559.2,NA,Non-Athlete,None,No,None,18.95238,72.832711,SLG + Panhel,Mirecourt
None,None,Mundelein,Illinois,United States,Mundelein High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3904209,Non-Athlete,None,No,None,42.263079,-88.003965,Neither,None
None,None,Munster,Indiana,United States,Munster High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.16819973,Non-Athlete,None,No,None,41.56448,-87.512541,SLG,Round Table
None,None,Murfreesboro,Tennessee,United States,Central Magnet School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.09,Non-Athlete,None,No,None,35.915517,-86.444693,Neither,None
None,None,Myrtle Beach,South Carolina,United States,Scholars Academy,GRADUATED,,Day,,,,NA,,,,,,,,
None,None,NA,NA,South Korea,Phillips Academy,private,Domestic,Boarding,Unafilliated,Co-Ed,53900,NA,Non-Athlete,None,No,None,NA,NA,Neither,None
None,None,Nanjing,NA,China,Nanjing Foreign Language School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,32.060916,118.791607,Neither,None
None,None,Nanjing,NA,China,Nanjing Foreign Language School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,32.060916,118.791607,Neither,None
None,None,Naperville,Illinois,United States,Neuqua Valley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10235812,Non-Athlete,None,No,None,41.772911,-88.147867,Neither,None
None,None,Naperville,Illinois,United States,Neuqua Valley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10235812,Non-Athlete,None,No,None,41.772911,-88.147867,Neither,None
Fraternity,Alpha Tau Omega,Naples,Florida,United States,Community School of Naples,private,Domestic,Day,Unafilliated,Co-Ed,26800,NA,Non-Athlete,None,No,None,26.142036,-81.79481,IFC,None
None,None,Naples,Florida,United States,Gulf Coast High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.23695758,Non-Athlete,None,No,None,26.142036,-81.79481,SLG,Brownstone
None,None,Naples,Florida,United States,Barron Collier High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2752,Non-Athlete,None,No,None,26.142036,-81.79481,Neither,None
None,None,Nashville,Tennessee,United States,Hume Fogg Academic High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.29,Athlete,Women's Track,No,None,36.16223,-86.774353,SLG,Cooper
None,None,Nashville,Tennessee,United States,Montgomery Bell Academy,private,Domestic,Day,Unafilliated,All-Boys,25200,NA,Non-Athlete,None,No,None,36.16223,-86.774353,Neither,None
None,None,Nashville,Tennessee,United States,Martin Luther King HEALTH Magnet,public,Domestic,Day,Unafilliated,Co-Ed,0,0.37,Non-Athlete,None,No,None,36.16223,-86.774353,Neither,None
None,None,Nashville,Tennessee,United States,Martin Luther King HEALTH Magnet,public,Domestic,Day,Unafilliated,Co-Ed,0,0.37,Non-Athlete,None,Yes,Reggie,36.16223,-86.774353,Neither,None
Sorority,Pi Beta Phi,Nashville,Tennessee,United States,Harpeth Hall School,private,Domestic,Day,Unafilliated,All-Girls,26240,NA,Non-Athlete,None,No,None,36.16223,-86.774353,Panhel,None
None,None,Nassawadox,Virginia,United States,Broadwater Academy,private,Domestic,Day,Unafilliated,Co-Ed,11900,NA,Non-Athlete,None,No,None,37.474857,-75.858264,Neither,None
None,None,Needham Heights,Massachusetts,United States,Needham High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10718711,Athlete,Men's Golf,No,None,42.293439,-71.23599,Neither,None
Fraternity,Delta Sigma Phi,Nesoeya,NA,Norway,Wang Videregaende Skole,private,International,Day,Unafilliated,Co-Ed,7259.45,NA,Athlete,Men's Soccer,No,None,59.869577,10.528392,IFC,None
None,None,New Bern,North Carolina,United States,New Bern High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45904537,Non-Athlete,None,No,None,35.108493,-77.044114,Neither,None
None,None,New Bern,North Carolina,United States,Havelock High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.41108132,Non-Athlete,None,No,None,35.108493,-77.044114,Neither,None
Sorority,Delta Delta Delta,New Canaan,Connecticut,United States,St Pauls School,private,Domestic,Boarding,Episcopal,Co-Ed,56460,NA,Non-Athlete,None,No,None,41.146763,-73.494845,Panhel,None
Sorority,Alpha Phi,New Canaan,Connecticut,United States,New Canaan High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,41.146763,-73.494845,Panhel,None
Fraternity,Kappa Sigma,New Delhi,NA,India,Vasant Valley,private,International,Day,Unafilliated,Co-Ed,2705.32,NA,Non-Athlete,None,No,None,28.613897,77.215956,IFC,None
None,None,New Delhi,NA,India,Doon School,private,International,Boarding,Unafilliated,All-Boys,15258.1,NA,Non-Athlete,None,No,None,28.613897,77.215956,SLG,Mirecourt
None,None,New Delhi,NA,India,Shri Ram School,private,International,Day,Unafilliated,Co-Ed,5679.37,NA,Non-Athlete,None,No,None,28.613897,77.215956,Neither,None
None,None,New Delhi,NA,India,Vasant Valley,private,International,Day,Unafilliated,Co-Ed,2705.32,NA,Non-Athlete,None,No,None,28.613897,77.215956,Neither,None
None,None,New Delhi,NA,India,Mothers International,public,International,Day,Unafilliated,Co-Ed,992.25,NA,Non-Athlete,None,No,None,28.613897,77.215956,SLG,Ubuntu
None,None,New Haven,Connecticut,United States,Hopkins School,private,Domestic,Day,Unafilliated,Co-Ed,42200,NA,Athlete,Men's Swimming,No,None,41.308214,-72.925052,Neither,None
None,None,New Hope,Pennsylvania,United States,Council Rock High School North,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07074137,Non-Athlete,None,No,None,40.364273,-74.951278,Neither,None
None,None,New Hyde Park,New York,United States,Great Neck South High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12561576,Non-Athlete,None,No,None,40.735102,-73.687908,Neither,None
None,None,New Orleans,Louisiana,United States,Benjamin Franklin High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2181,Non-Athlete,None,No,None,29.949932,-90.070116,Neither,None
Sorority,Alpha Delta Pi,New Orleans,Louisiana,United States,Benjamin Franklin High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2181,Non-Athlete,None,No,None,29.949932,-90.070116,SLG + Panhel,Round Table
None,None,New Vernon,New Jersey,United States,Delbarton School,private,Domestic,Day,Catholic,All-Boys,37900,NA,Athlete,Men's Swimming,No,None,40.745378,-74.497377,Neither,None
Sorority,Delta Delta Delta,New Vernon,New Jersey,United States,Kent Place School,private,Domestic,Day,Unafilliated,All-Girls,38995,NA,Non-Athlete,None,No,None,40.745378,-74.497377,Panhel,None
Fraternity,Alpha Epsilon Pi,New York City,New York,United States,Lawrenceville School,private,Domestic,Boarding,Unafilliated,Co-Ed,62190,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
Fraternity,Delta Sigma Phi,New York City,New York,United States,The Hotchkiss School,private,Domestic,Boarding,Unafilliated,Co-Ed,56545,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
Fraternity,Sigma Nu,New York City,New York,United States,Horace Mann School,private,Domestic,Day,Unafilliated,Co-Ed,48600,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
Fraternity,Delta Sigma Phi,New York City,New York,United States,Trinity School,private,Domestic,Day,Episcopal,Co-Ed,47965,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
Fraternity,Sigma Nu,New York City,New York,United States,Collegiate High School,private,Domestic,Day,Unafilliated,All-Boys,47500,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
Fraternity,Delta Sigma Phi,New York City,New York,United States,Abraham Joshua Heschel School,private,Domestic,Day,Jewish,Co-Ed,43900,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
Fraternity,Kappa Sigma,New York City,New York,United States,Lycee Francais de New York,private,Domestic,Day,Unafilliated,Co-Ed,32950,NA,Non-Athlete,None,No,None,40.730599,-73.986581,IFC,None
None,None,New York City,New York,United States,United Nations International School,private,Domestic,Day,Unafilliated,Co-Ed,39770,NA,Non-Athlete,None,No,None,40.730599,-73.986581,SLG,Brownstone
None,None,New York City,New York,United States,The Hotchkiss School,private,Domestic,Boarding,Unafilliated,Co-Ed,56545,NA,Non-Athlete,None,No,None,40.730599,-73.986581,SLG,Mirecourt
None,None,New York City,New York,United States,Dar Al Fikr Schools Boys,private,International,Day,Unafilliated,All-Boys,6932.12,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,Horace Mann School,private,Domestic,Day,Unafilliated,Co-Ed,48600,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,Columbia Grammar and Preparatory School,private,Domestic,Day,Unafilliated,Co-Ed,47540,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,Collegiate High School,private,Domestic,Day,Unafilliated,All-Boys,47500,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,United Nations International School,private,Domestic,Day,Unafilliated,Co-Ed,39770,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,Dominican Academy,private,Domestic,Day,Catholic,All-Girls,17300,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
None,None,New York City,New York,United States,Hunter College High School,public,Domestic,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Neither,None
Sorority,Delta Delta Delta,New York City,New York,United States,Trinity School,private,Domestic,Day,Episcopal,Co-Ed,47965,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Pi Beta Phi,New York City,New York,United States,Trinity School,private,Domestic,Day,Episcopal,Co-Ed,47965,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Delta Delta Delta,New York City,New York,United States,Fieldston School,private,Domestic,Day,Unafilliated,Co-Ed,45100,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Alpha Delta Pi,New York City,New York,United States,Chapin School,private,Domestic,Day,Unafilliated,All-Girls,43000,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Alpha Phi,New York City,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Delta Delta Delta,New York City,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Pi Beta Phi,New York City,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
Sorority,Pi Beta Phi,New York City,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.730599,-73.986581,Panhel,None
